sep=,
name_id,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,1.5,1.55,1.6,1.65,1.7,1.75,1.8,1.85,1.9,1.95,2.0
MultiLargeBots-v1-t1,0.8294474,0.8294474,0.8294474,0.8294474,0.8294474,0.8294474,0.8294474,0.8294474,0.8294474,0.8294474,0.8294474,0.8294474,0.8294474,0.8294474,0.8294474,0.8294474,0.8294474,0.8294474,0.8294474,0.8294474,0.8294474,0.8294474,0.810007,0.77950966,0.7702834,0.72497904,0.69367546,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
MultiLargeBots-v2-t1,0.5008552,0.5008552,0.5008552,0.5008552,0.5008552,0.5008552,0.5008552,0.5008552,0.5008552,0.5008552,0.5008552,0.5008552,0.5008552,0.5008552,0.5008552,0.5008552,0.5008552,0.5008552,0.5008552,0.5008552,0.5008552,0.5008552,0.5008552,0.5008552,0.49781272,0.43607345,0.34240004,0.28789076,0.28789076,0.28789076,0.28789076,0.28789076,0.28789076,0.2807562,0.24709694,0.19159926,0.1602094,0.13312943,nan,nan
MultiMediumBots-v1-t1,0.13562542,0.13562542,0.13562542,0.13562542,0.13562542,0.13562542,0.13562542,0.13562542,0.13562542,0.13562542,0.13562542,0.13562542,0.13562542,0.13562542,0.13562542,0.13562542,0.13562542,0.13562542,0.13562542,0.13562542,0.13562542,0.13562542,0.13562542,0.13562542,0.13562542,0.13562542,0.13562542,0.13562542,0.13562542,0.13562542,0.13562542,0.13562542,0.13562542,0.13562542,0.13562542,0.13562542,0.09955448,0.089578,0.06687999,0.047429983
MultiMediumBots-v2-t1,0.103235915,0.103235915,0.103235915,0.103235915,0.103235915,0.103235915,0.103235915,0.103235915,0.103235915,0.103235915,0.103235915,0.103235915,0.103235915,0.103235915,0.103235915,0.103235915,0.103235915,0.103235915,0.103235915,0.103235915,0.103235915,0.103235915,0.103235915,0.103235915,0.103235915,0.103235915,0.103235915,0.103235915,0.103235915,0.103235915,0.103235915,0.103235915,0.103235915,0.103235915,0.103235915,0.103235915,0.07000869,0.053073853,0.053073853,0.017664744
MultiMediumBots-v3-t1,0.14790632,0.14790632,0.14790632,0.14790632,0.14790632,0.14790632,0.14790632,0.14790632,0.14790632,0.14790632,0.14790632,0.14790632,0.14790632,0.14790632,0.14790632,0.14790632,0.14790632,0.14790632,0.14790632,0.14790632,0.14790632,0.14790632,0.14790632,0.14790632,0.14790632,0.14790632,0.14790632,0.14790632,0.14790632,0.14790632,0.14790632,0.14790632,0.14790632,0.14790632,0.14407201,0.14110033,0.10685969,0.05376634,0.05193953,0.046046063
MultiPeople-v1-t1,0.09011792,0.09011792,0.09011792,0.09011792,0.09011792,0.09011792,0.09011792,0.09011792,0.09011792,0.09011792,0.09011792,0.09011792,0.09011792,0.09011792,0.09011792,0.09011792,0.09011792,0.09011792,0.09011792,0.09011792,0.09011792,0.09011792,0.09011792,0.09011792,0.09011792,0.09011792,0.09011792,0.09011792,0.09011792,0.09011792,0.09011792,0.09011792,0.09011792,0.09011792,0.09011792,0.08965968,0.08965968,0.08658899,0.07425106,0.043956034
MultiSmallBots-v1-t1,0.036113303,0.036113303,0.036113303,0.036113303,0.036113303,0.036113303,0.036113303,0.036113303,0.036113303,0.036113303,0.036113303,0.036113303,0.036113303,0.036113303,0.036113303,0.036113303,0.036113303,0.036113303,0.036113303,0.036113303,0.036113303,0.036113303,0.036113303,0.036113303,0.036113303,0.036113303,0.036113303,0.036113303,0.036113303,0.036113303,0.036113303,0.036113303,0.036113303,0.036113303,0.036113303,0.036113303,0.036113303,0.036113303,0.036113303,0.036019675
MultiSmallBots-v2-t1,0.03401188,0.03401188,0.03401188,0.03401188,0.03401188,0.03401188,0.03401188,0.03401188,0.03401188,0.03401188,0.03401188,0.03401188,0.03401188,0.03401188,0.03401188,0.03401188,0.03401188,0.03401188,0.03401188,0.03401188,0.03401188,0.03401188,0.03401188,0.03401188,0.03401188,0.03401188,0.03401188,0.03401188,0.03401188,0.03401188,0.03401188,0.03401188,0.03401188,0.03401188,0.03401188,0.03401188,0.03401188,0.03401188,0.03401188,0.03401188
MultiSmallBots-v3-t1,0.16816014,0.16816014,0.16816014,0.16816014,0.16816014,0.16816014,0.16816014,0.16816014,0.16816014,0.16816014,0.16816014,0.16816014,0.16816014,0.16816014,0.16816014,0.16816014,0.16816014,0.16816014,0.16816014,0.16816014,0.16816014,0.16816014,0.16816014,0.16816014,0.16816014,0.16816014,0.16816014,0.16816014,0.16816014,0.16816014,0.16816014,0.16816014,0.16816014,0.16816014,0.16816014,0.16816014,0.16816014,nan,nan,nan
