sep=,
name_id,0.1,0.15,0.2,0.25,0.375,0.5,0.75,1.0,1.5,2.0
MultiMediumBots-v1-t1,0.99752474,0.99752474,0.99752474,0.99752474,0.9958746,0.99174917,0.97359735,0.94966996,0.8572607,0.5759076
MultiMediumLargeBots-v1-t1,1.0,1.0,1.0,0.88609713,0.79731995,0.75376886,0.61809045,0.59128976,0.5276382,0.3115578
MultiMediumSmallBots-v1-t1,1.0,1.0,1.0,1.0,1.0,1.0,0.9975,0.955,0.8975,0.81625
MultiMixed-v1-t1,0.989899,0.989899,0.989899,0.989899,0.989899,0.989899,0.9713805,0.83164984,0.62794614,0.32659933
MultiPeople-v1-t2,1.0,1.0,1.0,1.0,0.99489796,0.99234694,0.8903061,0.75765306,0.48214287,0.2780612
MultiPeople-v2-t1,1.0,1.0,1.0,1.0,1.0,1.0,0.93739426,0.81895095,0.6818951,0.32994923
MultiSmallBots-v1-t1,0.9942387,0.9942387,0.9942387,0.9942387,0.9942387,0.9942387,0.99341565,0.99012345,0.9843621,0.9596708
SingleLargeForkliftB-v1-t1,1.0,1.0,1.0,0.92424244,0.41414142,0.22222222,0.08080808,0.05050505,0.025252525,0.005050505
SingleLargeForkliftC-v1-t1,1.0,1.0,0.98477155,0.71573603,0.56852794,0.5177665,0.26903552,0.14213198,0.040609136,0.005076142
SingleMediumCarter-v1-t1,1.0,1.0,1.0,1.0,1.0,1.0,0.99492383,0.9543147,0.8121827,0.6040609
SingleMediumJackal-v1-t1,0.97959185,0.97959185,0.97959185,0.97959185,0.97959185,0.97959185,0.97959185,0.95408165,0.92346936,0.7908163
SingleMediumJackal-v1-t2,0.98477155,0.98477155,0.98477155,0.98477155,0.98477155,0.98477155,0.98477155,0.98477155,0.964467,0.7614213
SingleMediumTransporter-v1-t1,1.0,1.0,1.0,1.0,0.96938777,0.9438776,0.7397959,0.53571427,0.3010204,0.15816326
SinglePerson-v1-t1,1.0,1.0,1.0,1.0,1.0,1.0,0.9896373,0.9222798,0.74093264,0.3316062
SinglePerson-v2-t1,1.0,1.0,1.0,1.0,1.0,1.0,0.9076923,0.8051282,0.5794872,0.31282052
SinglePerson-v3-t1,1.0,1.0,1.0,1.0,1.0,1.0,0.8102564,0.63589746,0.41538462,0.2820513
SingleSmallJetbot-v1-t5,0.9846939,0.9846939,0.9846939,0.9846939,0.9846939,0.9846939,0.95408165,0.8520408,0.78571427,0.70408165
SingleSmallKaya-v1-t1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99492383,0.98477155,0.97461927
mean,0.9961510896682739,0.9961510896682739,0.995305061340332,0.9698219299316406,0.9262968897819519,0.9086069464683533,0.8384599089622498,0.7625625729560852,0.6462242603302002,0.4737646281719208
