sep=,
name_id,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6
MultiLargeBots-v1-t1,0.3869317,0.3869317,0.3869317,0.3869317,0.3869317,0.43339035,0.4723263,0.4723263,0.47485968,0.50418335,0.0,0.0
MultiLargeBots-v2-t1,0.51677567,0.51677567,0.51677567,0.51677567,0.51677567,0.51677567,0.51929873,0.51929873,0.5563262,0.602093,0.62864697,0.6300506
MultiMediumBots-v1-t1,0.40865076,0.40865076,0.40865076,0.40865076,0.453647,0.47927442,0.4826632,0.48372844,0.51851416,0.54125375,0.56163675,0.0
MultiMediumBots-v2-t1,0.49524373,0.49524373,0.49524373,0.49524373,0.49524373,0.49524373,0.49524373,0.49524373,0.49669254,0.5130048,0.0,0.0
MultiMediumBots-v3-t1,0.44249433,0.44249433,0.44249433,0.44249433,0.44249433,0.44249433,0.49542305,0.5108379,0.53338325,0.5469336,0.5656772,0.60027695
MultiPeople-v1-t1,0.40685323,0.40685323,0.40685323,0.4075895,0.40847412,0.41107786,0.41733256,0.4384237,0.47786823,0.52695024,0.55053645,0.0
MultiSmallBots-v1-t1,0.2459369,0.25265387,0.37527037,0.37527037,0.37527037,0.37527037,0.37527037,0.0,0.0,0.0,0.0,0.0
MultiSmallBots-v2-t1,0.21853487,0.21853487,0.28247043,0.2994702,0.2994702,0.3060306,0.0,0.0,0.0,0.0,0.0,0.0
MultiSmallBots-v3-t1,0.193102,0.193102,0.193102,0.20694621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SinglePerson-v1-t1,0.37736514,0.37736514,0.37736514,0.37736514,0.37736514,0.37736514,0.39318132,0.43593878,0.4578869,0.0,0.0,0.0
SinglePerson-v2-t1,0.29066923,0.29066923,0.29066923,0.29066923,0.31471926,0.3403216,0.3801743,0.40981454,0.0,0.0,0.0,0.0
mean,0.3620506823062897,0.36266133189201355,0.37962064146995544,0.3824915587902069,0.40703916549682617,0.4177244305610657,0.44787925481796265,0.47070151567459106,0.5022187232971191,0.5390698313713074,0.57662433385849,0.6151638031005859
